Kategori1;Kategori2;Kategori3;Harga;HargaAtas; OmsetMinimum;JumlahTerjual;JumlahReview;JumlahRating;ValidOrder;KotaPengiriman;PenjualanSebelumnya;KenaikanPenjualan;PersentaseKenaikanPenjualan;ReviewSebelumnya;KenaikanReviewPenjualan;PersentaseKenaikanReview;;
Gaming & Konsol;Konsol Game;Konsol Game Lainnya;Rp. 1500;Rp. 1500; Rp15.384.000,00 ;10.256;1.327;4,83;12,94%;KAB. SIDOARJO;;;;;;0,00;;
Koper & Tas Travel;Koper;;Rp. 739;Rp. 739; Rp27.304.572,00 ;36.948;2.324;4,82;6,29%;KAB. TANGERANG;;;;;;0,00;;
Koper & Tas Travel;Koper;;Rp. 566;Rp. 566; Rp5.225.878,00 ;9.233;569;4,82;6,16%;KAB. TANGERANG;;;;;;0,00;;
Koper & Tas Travel;Koper & Tas Travel Lainnya;;Rp. 1599;Rp. 1615; Rp110.482.905,00 ;69.095;1.259;4,93;1,82%;KOTA SURABAYA;6.421;4.885;7,68;1.197;62;5,18;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 999;Rp. 6000; Rp182.945.871,00 ;183.129;21.654;4,89;11,82%;KOTA JAKARTA BARAT;144.649;3.848;26,62;18.262;3.392;18,57;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14500;Rp. 14668; Rp3.569.827.500,00 ;246.195;7.989;4,89;3,24%;KOTA SURABAYA;215.926;3.269;14,18;7.458;531;7,12;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 35000;Rp. 35000; Rp7.337.050.000,00 ;209.630;90.390;4,88;43,12%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14800;Rp. 14800; Rp9.725.109.600,00 ;657.102;105.773;4,86;16,10%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 866;Rp. 866; Rp76.537.946,00 ;88.381;1.609;4,77;1,82%;KOTA JAKARTA BARAT;6.289;25.491;4,53;1.195;414;34,64;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18700;Rp. 18700; Rp2.030.857.400,00 ;108.602;15.855;4,87;14,60%;KOTA JAKARTA BARAT;82.886;25.716;31,26;13.253;262;19,63;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18750;Rp. 18750; Rp4.921.331.250,00 ;262.471;25.253;4,88;9,62%;KOTA SEMARANG;24.657;21.814;9,64;24.167;186;4,49;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14500;Rp. 14700; Rp1.713.160.500,00 ;118.149;12.500;4,88;10,58%;KOTA SURABAYA;95.865;22.284;23,25;11.365;1.135;9,99;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 11800;Rp. 14800; Rp821.280.000,00 ;69.600;4.587;4,83;6,59%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 28500;Rp. 28500; Rp3.953.691.000,00 ;138.726;22.145;4,77;15,96%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 4056;Rp. 4261; Rp1.571.854.128,00 ;387.538;52.622;4,79;13,58%;KOTA JAKARTA UTARA;367.351;2.187;5,50;535;2.317;4,61;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14400;Rp. 14400; Rp2.301.998.400,00 ;159.861;40.798;4,85;25,52%;KOTA JAKARTA TIMUR;14.149;18.371;12,98;37.782;316;7,98;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18700;Rp. 19900; Rp3.140.234.900,00 ;167.927;31.427;4,90;18,71%;KOTA SURABAYA;149.446;18.481;12,37;28.334;393;10,92;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18000;Rp. 18000; Rp6.009.588.000,00 ;333.866;135.813;4,84;40,68%;KOTA JAKARTA BARAT;316.252;17.614;5,57;12.918;6.795;5,27;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 1990;Rp. 4190; Rp409.010.670,00 ;205.533;31.871;4,90;15,51%;KOTA JAKARTA SELATAN;187.412;18.121;9,67;3.739;1.132;3,68;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 4500;Rp. 4500; Rp437.935.500,00 ;97.319;11.588;4,76;11,91%;KOTA JAKARTA UTARA;78.359;1.896;24,20;8.934;2.654;29,71;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 5880;Rp. 5880; Rp447.667.920,00 ;76.134;18.776;4,63;24,66%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18750;Rp. 18750; Rp2.033.943.750,00 ;108.477;19.717;4,88;18,18%;KOTA SEMARANG;9.641;17.836;19,68;17.612;215;11,95;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 4500;Rp. 4500; Rp645.745.500,00 ;143.499;16.270;4,74;11,34%;KOTA JAKARTA UTARA;125.941;17.558;13,94;13.519;2.751;20,35;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 15000;Rp. 18000; Rp1.897.710.000,00 ;126.514;49.227;4,84;38,91%;KOTA JAKARTA BARAT;18.834;1.768;16,24;4.378;6.149;14,27;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 15500;Rp. 15500; Rp2.464.841.000,00 ;159.022;25.718;4,86;16,17%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 13500;Rp. 13500; Rp1.274.629.500,00 ;94.417;27.710;4,78;29,35%;KOTA JAKARTA BARAT;75.676;18.741;24,76;22.657;553;22,30;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14000;Rp. 16000; Rp4.322.794.000,00 ;308.771;88.689;4,90;28,72%;KOTA JAKARTA SELATAN;29.153;17.268;5,92;84.474;4.215;4,99;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 18900;Rp. 44900; Rp3.327.666.300,00 ;176.067;79.855;4,87;45,35%;KOTA JAKARTA BARAT;159.266;1.681;1,55;72.431;7.424;10,25;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 13916;Rp. 13916; Rp2.003.096.872,00 ;143.942;6.359;4,87;4,42%;KOTA SURABAYA;12.666;17.282;13,64;594;419;7,05;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18799;Rp. 18799; Rp2.477.163.029,00 ;131.771;7.605;4,90;5,77%;KAB. MALANG;114.914;16.857;14,67;754;551;7,81;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 53000;Rp. 53400; Rp19.610.636.000,00 ;370.012;197.241;4,91;53,31%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 6000;Rp. 6000; Rp192.654.000,00 ;32.109;5.502;4,73;17,14%;KOTA JAKARTA UTARA;16.221;15.888;97,95;3.597;195;52,96;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 15900;Rp. 16128; Rp6.177.579.300,00 ;388.527;91.096;4,85;23,45%;KOTA JAKARTA UTARA;372.738;15.789;4,24;87.334;3.762;4,31;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 19400;Rp. 19400; Rp2.065.537.400,00 ;106.471;38.090;4,91;35,77%;KOTA JAKARTA SELATAN;91.555;14.916;16,29;33.769;4.321;12,80;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14800;Rp. 14800; Rp2.743.461.200,00 ;185.369;69.547;4,90;37,52%;KOTA JAKARTA SELATAN;17.498;14.871;8,72;65.355;4.192;6,41;;
Perawatan & Kecantikan;Kosmetik;Pembersih Make Up;Rp. 11500;Rp. 80000; Rp2.680.017.500,00 ;233.045;105.921;4,91;45,45%;KOTA JAKARTA SELATAN;219.268;13.777;6,28;1.892;529;4,98;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 2200;Rp. 4350; Rp989.203.600,00 ;449.638;52.705;4,90;11,72%;KOTA SURABAYA;435.628;141;3,22;5.798;197;3,75;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 13499;Rp. 60000; Rp213.689.170,00 ;15.830;5.425;4,81;34,27%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 27900;Rp. 29900; Rp2.471.465.700,00 ;88.583;42.777;4,84;48,29%;KOTA JAKARTA BARAT;7.544;13.179;17,48;36.545;6.232;17,05;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 16999;Rp. 16999; Rp262.549.555,00 ;15.445;2.456;4,80;15,90%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18500;Rp. 19500; Rp1.316.016.000,00 ;71.136;16.644;4,89;23,40%;KOTA BOGOR;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 2999;Rp. 4200; Rp704.204.187,00 ;234.813;44.897;4,86;19,12%;KOTA JAKARTA TIMUR;22.271;12.742;5,74;43.678;1.219;2,79;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 15000;Rp. 19000; Rp2.559.075.000,00 ;170.605;32.089;4,88;18,81%;KOTA SURABAYA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14489;Rp. 14489; Rp2.775.396.928,00 ;191.552;26.488;4,86;13,83%;KOTA BANDUNG;178.367;13.185;7,39;24.448;24;8,34;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 5980;Rp. 6500; Rp1.154.863.580,00 ;193.121;42.438;4,69;21,97%;KAB. TANGERANG;17.996;13.161;7,31;453;1.935;4,78;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 21900;Rp. 21900; Rp2.097.012.600,00 ;95.754;41.590;4,86;43,43%;KOTA JAKARTA BARAT;82.933;12.821;15,46;36.157;5.433;15,03;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 999;Rp. 4700; Rp109.254.636,00 ;109.364;23.345;4,87;21,35%;KOTA JAKARTA PUSAT;9.629;1.374;13,58;21.348;1.997;9,35;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 17400;Rp. 17400; Rp1.013.602.200,00 ;58.253;19.449;4,83;33,39%;KOTA JAKARTA BARAT;45.786;12.467;27,23;16.142;337;20,49;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 6699;Rp. 7699; Rp275.965.305,00 ;41.195;9.104;4,81;22,10%;KAB. BEKASI;27.498;13.697;49,82;6.493;2.611;40,21;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 15400;Rp. 15900; Rp551.674.200,00 ;35.823;12.048;4,91;33,63%;KOTA JAKARTA SELATAN;23.349;12.474;53,42;847;41;49,72;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 13888;Rp. 13888; Rp611.891.392,00 ;44.059;6.742;4,82;15,30%;KOTA JAKARTA BARAT;31.913;12.146;38,60;4.244;2.498;58,86;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 3090;Rp. 7250; Rp399.397.950,00 ;129.255;6.424;4,80;4,97%;KAB. TUBAN;116.612;12.643;1,84;689;335;5,50;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 39000;Rp. 145000; Rp929.682.000,00 ;23.838;8.824;4,74;37,02%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 3890;Rp. 3890; Rp543.545.810,00 ;139.729;9.958;4,74;7,13%;KOTA TANGERANG;128.285;11.444;8,93;943;528;5,60;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 3999;Rp. 3999; Rp421.446.612,00 ;105.388;11.395;4,85;10,81%;KOTA SURABAYA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 15400;Rp. 19400; Rp731.315.200,00 ;47.488;11.749;4,86;24,74%;KOTA JAKARTA TIMUR;36.185;1.133;31,24;9.756;1.993;20,43;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14900;Rp. 19200; Rp643.024.400,00 ;43.156;10.103;4,83;23,41%;KOTA SEMARANG;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 32000;Rp. 37000; Rp5.314.656.000,00 ;166.083;59.986;4,80;36,12%;KOTA JAKARTA BARAT;154.784;11.299;7,30;55.916;47;7,28;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 13000;Rp. 13000; Rp4.694.963.000,00 ;361.151;185.100;4,78;51,25%;KOTA JAKARTA BARAT;35.653;1.498;2,99;18.714;4.386;2,43;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 17000;Rp. 17000; Rp495.635.000,00 ;29.155;9.150;4,77;31,38%;KOTA BANDAR LAMPUNG;1.615;135;8,53;5.343;387;71,25;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18700;Rp. 18700; Rp575.305.500,00 ;30.765;2.612;4,87;8,49%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 4499;Rp. 4599; Rp689.359.275,00 ;153.225;28.582;4,80;18,65%;KOTA JAKARTA PUSAT;142.915;131;7,21;2.646;2.122;8,02;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 23545;Rp. 23545; Rp10.359.941.270,00 ;440.006;239.141;4,80;54,35%;KOTA JAKARTA BARAT;429.999;17;2,33;23.418;4.961;2,12;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 4499;Rp. 5499; Rp224.491.102,00 ;49.898;8.202;4,76;16,44%;KAB. BEKASI;3.966;1.832;27,73;6.845;1.357;19,82;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14500;Rp. 14800; Rp621.977.500,00 ;42.895;3.600;4,81;8,39%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 2999;Rp. 4299; Rp167.764.060,00 ;55.940;11.302;4,85;20,20%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14820;Rp. 14820; Rp1.315.082.340,00 ;88.737;9.661;4,84;10,89%;KAB. BANDUNG;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 9900;Rp. 12000; Rp2.384.721.900,00 ;240.881;76.744;4,76;31,86%;KOTA JAKARTA BARAT;23.121;9.671;4,18;73.115;3.629;4,96;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 5000;Rp. 5000; Rp905.510.000,00 ;181.102;44.943;4,72;24,82%;KOTA JAKARTA PUSAT;17.127;9.832;5,75;4.241;2.542;6,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 4999;Rp. 4999; Rp192.906.411,00 ;38.589;8.664;4,81;22,45%;KAB. BEKASI;2.838;1.281;36,32;6.441;2.223;34,51;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14500;Rp. 14800; Rp330.049.000,00 ;22.762;2.211;4,72;9,71%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 21500;Rp. 29999; Rp259.161.000,00 ;12.054;2.821;4,62;23,40%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 3356;Rp. 3554; Rp258.002.568,00 ;76.878;16.727;4,90;21,76%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 55999;Rp. 59999; Rp1.355.063.802,00 ;24.198;10.727;4,82;44,33%;KAB. TANGERANG;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 44000;Rp. 44000; Rp4.085.928.000,00 ;92.862;31.790;4,87;34,23%;KOTA JAKARTA BARAT;83.469;9.393;11,25;28.149;3.641;12,93;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 19400;Rp. 19900; Rp788.551.800,00 ;40.647;10.538;4,88;25,93%;KOTA SURABAYA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18799;Rp. 18799; Rp1.189.544.323,00 ;63.277;5.814;4,90;9,19%;KAB. MALANG;52.867;141;19,70;4.946;868;17,55;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 133300;Rp. 133300; Rp1.939.115.100,00 ;14.547;6.178;4,87;42,47%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 26200;Rp. 26200; Rp569.797.600,00 ;21.748;4.179;4,74;19,22%;KOTA JAKARTA SELATAN;12.383;9.365;75,63;2.332;1.847;79,20;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 39000;Rp. 69000; Rp1.257.984.000,00 ;32.256;15.241;4,85;47,25%;KOTA JAKARTA BARAT;22.572;9.684;42,93;1.651;459;43,09;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 13500;Rp. 14200; Rp1.191.766.500,00 ;88.279;21.099;4,79;23,90%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 3099;Rp. 3099; Rp67.356.765,00 ;21.735;5.312;4,78;24,44%;KOTA JAKARTA UTARA;12.993;8.742;67,28;32;2.292;75,89;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 15000;Rp. 15000; Rp1.750.740.000,00 ;116.716;27.334;4,84;23,42%;KOTA BANDAR LAMPUNG;16.977;9.739;9,14;25.615;1.719;6,71;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 59000;Rp. 59000; Rp2.905.868.000,00 ;49.252;17.290;4,92;35,11%;KOTA JAKARTA BARAT;39.799;9.453;23,75;1.373;3.587;26,18;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 3700;Rp. 3700; Rp374.625.000,00 ;101.250;7.549;4,87;7,46%;KAB. GRESIK;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 5000;Rp. 5000; Rp785.035.000,00 ;157.007;33.270;4,71;21,19%;KOTA JAKARTA PUSAT;1.486;91;6,82;31.275;1.995;6,38;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 899;Rp. 899; Rp103.630.427,00 ;115.273;1.519;4,83;1,32%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 130;Rp. 130; Rp6.639.490,00 ;51.073;528;4,86;1,03%;KOTA TANGERANG SELATAN;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 39000;Rp. 69000; Rp5.013.177.000,00 ;128.543;63.293;4,85;49,24%;KOTA JAKARTA BARAT;12.219;8.324;6,92;59.247;446;6,83;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14550;Rp. 14800; Rp2.642.847.450,00 ;181.639;40.963;4,89;22,55%;KOTA SURABAYA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 18915;Rp. 18915; Rp1.666.354.755,00 ;88.097;12.089;4,91;13,72%;KOTA MEDAN;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14200;Rp. 14950; Rp5.971.597.000,00 ;420.535;67.473;4,83;16,04%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 13999;Rp. 14900; Rp1.218.626.949,00 ;87.051;10.869;4,81;12,49%;KOTA SEMARANG;7.884;8.967;11,48;9.491;1.378;14,52;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 14500;Rp. 14500; Rp1.621.578.500,00 ;111.833;52.801;4,78;47,21%;KOTA JAKARTA BARAT;13.255;8.578;8,38;4.911;379;7,73;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 15000;Rp. 15000; Rp6.920.355.000,00 ;461.357;172.029;4,81;37,29%;KOTA JAKARTA BARAT;452.661;8.696;1,92;168.772;3.257;1,93;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 3645;Rp. 3775; Rp1.922.066.820,00 ;527.316;3.458;4,88;0,66%;KOTA SURAKARTA (SOLO);;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 20250;Rp. 20250; Rp5.277.413.250,00 ;260.613;138.433;4,78;53,12%;KOTA JAKARTA BARAT;25.233;8.283;3,28;134.765;3.668;2,72;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 977;Rp. 977; Rp118.293.206,00 ;121.078;1.731;4,81;1,43%;KOTA JAKARTA BARAT;11.227;8.871;7,96;1.555;176;11,32;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 24900;Rp. 24900; Rp1.445.046.600,00 ;58.034;27.329;4,83;47,09%;KOTA JAKARTA BARAT;49.495;8.539;17,25;23.394;3.935;16,82;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 79000;Rp. 499000; Rp711.711.000,00 ;9.009;4;5,00;0,04%;KAB. MAGELANG;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 26900;Rp. 26900; Rp2.578.714.700,00 ;95.863;36.614;4,91;38,19%;KOTA JAKARTA SELATAN;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 16000;Rp. 16000; Rp1.826.544.000,00 ;114.159;46.995;4,82;41,17%;KOTA JAKARTA BARAT;15.963;8.196;7,73;43.824;3.171;7,24;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 32900;Rp. 32900; Rp382.232.200,00 ;11.618;4.992;4,85;42,97%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 14850;Rp. 14850; Rp796.880.700,00 ;53.662;11.508;4,82;21,45%;KOTA SEMARANG;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 21750;Rp. 21750; Rp673.488.750,00 ;30.965;9.843;4,89;31,79%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 14999;Rp. 14999; Rp513.100.791,00 ;34.209;3.027;4,63;8,85%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 68000;Rp. 68000; Rp3.446.852.000,00 ;50.689;18.321;4,88;36,14%;KOTA BOGOR;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 61200;Rp. 61200; Rp32.741.143.200,00 ;534.986;306.192;4,90;57,23%;KOTA JAKARTA UTARA;52.633;8.683;1,65;31.773;4.419;1,46;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Bibir;Rp. 5850;Rp. 5850; Rp1.704.619.800,00 ;291.388;24.648;4,82;8,46%;KAB. TANGERANG;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 6500;Rp. 6500; Rp239.791.500,00 ;36.891;9.826;4,71;26,64%;KOTA JAKARTA PUSAT;28.578;8.313;29,89;7.669;2.157;28,13;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 20230;Rp. 20230; Rp2.869.342.280,00 ;141.836;77.947;4,81;54,96%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Pembersih Make Up;Rp. 71000;Rp. 71000; Rp795.342.000,00 ;11.202;355;4,92;3,17%;KAB. TANGERANG;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 5100;Rp. 5100; Rp66.300.000,00 ;13.000;653;4,63;5,02%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Wajah;Rp. 28200;Rp. 28200; Rp1.199.853.600,00 ;42.548;5.214;4,76;12,25%;KOTA JAKARTA UTARA;33.745;883;26,87;43;1.211;30,25;;
Perawatan & Kecantikan;Kosmetik;Kosmetik Mata;Rp. 2900;Rp. 2900; Rp103.414.000,00 ;35.660;1.186;4,83;3,33%;KOTA JAKARTA BARAT;27.145;8.515;31,37;118;78;7,04;;
Perlengkapan Rumah;Lampu;;Rp. 1500;Rp. 1500; Rp70.542.000,00 ;47.028;1.049;4,73;2,23%;KOTA SURABAYA;37.916;9.112;24,33;858;191;22,26;;
Perlengkapan Rumah;Lampu;;Rp. 3150;Rp. 9999; Rp197.319.150,00 ;62.641;14.084;4,63;22,48%;KOTA JAKARTA PUSAT;;;;;;0,00;;
Perlengkapan Rumah;Lampu;;Rp. 1500;Rp. 1900; Rp145.806.000,00 ;97.204;1.781;4,81;1,83%;KOTA SURABAYA;88.665;8.539;9,64;1.652;129;7,81;;
Perlengkapan Rumah;Lampu;;Rp. 2200;Rp. 2200; Rp73.018.000,00 ;33.190;899;4,82;2,71%;KAB. KARAWANG;;;;;;0,00;;
Perlengkapan Rumah;Lampu;;Rp. 31999;Rp. 120000; Rp4.565.201.333,00 ;142.667;58.114;4,69;40,73%;KOTA JAKARTA UTARA;;;;;;0,00;;
Perlengkapan Rumah;Lampu;;Rp. 7000;Rp. 7000; Rp553.483.000,00 ;79.069;3.248;4,91;4,11%;KAB. TANGERANG;;;;;;0,00;;
Perlengkapan Rumah;Lampu;;Rp. 2000;Rp. 2000; Rp179.762.000,00 ;89.881;317;4,90;0,35%;KOTA JAKARTA BARAT;;;;;;0,00;;
Perlengkapan Rumah;Lampu;;Rp. 2250;Rp. 2250; Rp515.495.250,00 ;229.109;3.486;4,81;1,52%;KOTA JAKARTA PUSAT;22.118;891;3,67;3.341;145;4,34;;
Perlengkapan Rumah;Lampu;;Rp. 250;Rp. 250; Rp15.696.000,00 ;62.784;305;4,89;0,49%;KOTA BLITAR;;;;;;0,00;;
Perlengkapan Rumah;Lampu;;Rp. 18000;Rp. 28000; Rp737.532.000,00 ;40.974;15.253;4,78;37,23%;KOTA SURABAYA;3.358;7.466;22,28;12.852;241;18,68;;
Perlengkapan Rumah;Lampu;;Rp. 7850;Rp. 10688; Rp126.133.800,00 ;16.068;1.497;4,52;9,32%;KOTA JAKARTA UTARA;8.543;7.525;88,84;787;71;90,22;;
Perlengkapan Rumah;Lampu;;Rp. 600;Rp. 600; Rp52.090.800,00 ;86.818;629;4,91;0,72%;KOTA SEMARANG;;;;;;0,00;;
